experiment,case_id,dataset,model,method,reasoning_effort,total_attempts,passed_first_try,max_retries_exceeded,pipeline_failed,has_word_count_issue,first_attempt_word_count,has_citation_issue,has_refusal,has_api_none,log_error_types,final_word_count,num_candidates,duration_seconds
gpt-5.1-answer-first-v8-med-k1,15,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,70.0,1,23.961
gpt-5.1-answer-first-v8-med-k1,16,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,74.0,1,44.361
gpt-5.1-answer-first-v8-med-k1,17,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,70.0,1,43.522
gpt-5.1-answer-first-v8-med-k1,18,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,73.0,1,19.243
gpt-5.1-answer-first-v8-med-k1,19,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,75.0,1,16.461
gpt-5.1-answer-first-v8-med-k1,2,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,72.0,1,17.891
gpt-5.1-answer-first-v8-med-k1,20,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,71.0,1,20.605
gpt-5.1-answer-first-v8-med-k1,3,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,70.0,1,24.885
gpt-5.1-answer-first-v8-med-k1,4,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,74.0,1,20.505
gpt-5.1-answer-first-v8-med-k1,5,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,73.0,1,20.967
gpt-5.1-answer-first-v8-med-k1,6,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,70.0,1,24.939
gpt-5.1-answer-first-v8-med-k1,7,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,74.0,1,14.723
gpt-5.1-answer-first-v8-med-k1,8,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,75.0,1,50.096
gpt-5.1-answer-first-v8-med-k1,9,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,True,False,"pipeline_failure,refusal,schema_error",75.0,1,2061198.497
gpt-5.1-answer-first-v9-high-k1,1,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,75.0,1,32.17
gpt-5.1-answer-first-v9-high-k1,10,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,70.0,1,48.723
gpt-5.1-answer-first-v9-high-k1,11,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,73.0,1,63.279
gpt-5.1-answer-first-v9-high-k1,12,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,70.0,1,24.201
gpt-5.1-answer-first-v9-high-k1,13,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,72.0,1,54.035
gpt-5.1-answer-first-v9-high-k1,14,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,70.0,1,19.775
gpt-5.1-answer-first-v9-high-k1,15,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,74.0,1,34.55
gpt-5.1-answer-first-v9-high-k1,16,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,70.0,1,88.012
gpt-5.1-answer-first-v9-high-k1,17,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,72.0,1,45.038
gpt-5.1-answer-first-v9-high-k1,18,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,75.0,1,37.896
gpt-5.1-answer-first-v9-high-k1,19,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,74.0,1,34.206
gpt-5.1-answer-first-v9-high-k1,2,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,72.0,1,50.818
gpt-5.1-answer-first-v9-high-k1,20,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,73.0,1,48.837
gpt-5.1-answer-first-v9-high-k1,3,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,72.0,1,22.872
gpt-5.1-answer-first-v9-high-k1,4,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,72.0,1,36.191
gpt-5.1-answer-first-v9-high-k1,5,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,True,False,"pipeline_failure,refusal,schema_error",71.0,1,2058077.031
gpt-5.1-answer-first-v9-high-k1,6,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,71.0,1,67.124
gpt-5.1-answer-first-v9-high-k1,7,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,71.0,1,38.257
gpt-5.1-answer-first-v9-high-k1,8,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,73.0,1,61.992
gpt-5.1-answer-first-v9-high-k1,9,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,True,False,"pipeline_failure,refusal,schema_error",72.0,1,2057998.406
gpt-5.1-answer-first-v9-med-k1,1,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,72.0,1,25.225
gpt-5.1-answer-first-v9-med-k1,10,archehr-dev,gpt-5.1,answer_first,medium,3,False,False,False,True,78.0,False,False,False,,70.0,1,32.795
gpt-5.1-answer-first-v9-med-k1,11,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,73.0,1,34.658
gpt-5.1-answer-first-v9-med-k1,12,archehr-dev,gpt-5.1,answer_first,medium,3,False,False,False,True,88.0,False,False,False,,71.0,1,24.073
gpt-5.1-answer-first-v9-med-k1,13,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,73.0,1,35.547
gpt-5.1-answer-first-v9-med-k1,14,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,71.0,1,28.61
gpt-5.1-answer-first-v9-med-k1,15,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,72.0,1,30.319
gpt-5.1-answer-first-v9-med-k1,16,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,74.0,1,33.921
gpt-5.1-answer-first-v9-med-k1,17,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,70.0,1,43.006
gpt-5.1-answer-first-v9-med-k1,18,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,74.0,1,36.204
gpt-5.1-answer-first-v9-med-k1,19,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,74.0,1,23.202
gpt-5.1-answer-first-v9-med-k1,2,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,75.0,1,27.4
gpt-5.1-answer-first-v9-med-k1,20,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,72.0,1,12.869
gpt-5.1-answer-first-v9-med-k1,3,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,74.0,1,10.238
gpt-5.1-answer-first-v9-med-k1,4,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,74.0,1,23.075
gpt-5.1-answer-first-v9-med-k1,5,archehr-dev,gpt-5.1,answer_first,medium,3,False,False,False,True,83.0,False,False,False,,75.0,1,31.871
gpt-5.1-answer-first-v9-med-k1,6,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,70.0,1,36.03
gpt-5.1-answer-first-v9-med-k1,7,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,75.0,1,25.352
gpt-5.1-answer-first-v9-med-k1,8,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,74.0,1,52.024
gpt-5.1-answer-first-v9-med-k1,9,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,73.0,1,47.614
gpt-5.1-answer-first-v9-med-k1-no-rewrite,1,archehr-dev,gpt-5.1,answer_first,medium,3,False,False,False,True,79.0,False,False,False,,73.0,1,27.159
gpt-5.1-answer-first-v9-med-k1-no-rewrite,10,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,74.0,1,38.816
gpt-5.1-answer-first-v9-med-k1-no-rewrite,11,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,75.0,1,29.648
gpt-5.1-answer-first-v9-med-k1-no-rewrite,12,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,72.0,1,24.527
gpt-5.1-answer-first-v9-med-k1-no-rewrite,13,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,75.0,1,16.841
gpt-5.1-answer-first-v9-med-k1-no-rewrite,14,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,71.0,1,16.129
gpt-5.1-answer-first-v9-med-k1-no-rewrite,15,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,71.0,1,22.155
gpt-5.1-answer-first-v9-med-k1-no-rewrite,16,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,74.0,1,64.011
gpt-5.1-answer-first-v9-med-k1-no-rewrite,17,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,74.0,1,45.054
gpt-5.1-answer-first-v9-med-k1-no-rewrite,18,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,75.0,1,29.148
gpt-5.1-answer-first-v9-med-k1-no-rewrite,19,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,72.0,1,25.151
gpt-5.1-answer-first-v9-med-k1-no-rewrite,2,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,72.0,1,29.76
gpt-5.1-answer-first-v9-med-k1-no-rewrite,20,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,74.0,1,15.977
gpt-5.1-answer-first-v9-med-k1-no-rewrite,3,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,74.0,1,25.512
gpt-5.1-answer-first-v9-med-k1-no-rewrite,4,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,71.0,1,29.61
gpt-5.1-answer-first-v9-med-k1-no-rewrite,5,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,75.0,1,34.309
gpt-5.1-answer-first-v9-med-k1-no-rewrite,6,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,72.0,1,27.31
gpt-5.1-answer-first-v9-med-k1-no-rewrite,7,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,71.0,1,26.842
gpt-5.1-answer-first-v9-med-k1-no-rewrite,8,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,71.0,1,37.076
gpt-5.1-answer-first-v9-med-k1-no-rewrite,9,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,75.0,1,51.949
gpt-5.1-answer-first-v9-med-k1-rewrite,1,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,75.0,1,94.294
gpt-5.1-answer-first-v9-med-k1-rewrite,10,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,74.0,1,75.537
gpt-5.1-answer-first-v9-med-k1-rewrite,11,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,73.0,1,87.062
gpt-5.1-answer-first-v9-med-k1-rewrite,12,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,75.0,1,45.161
gpt-5.1-answer-first-v9-med-k1-rewrite,13,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,73.0,1,50.926
gpt-5.1-answer-first-v9-med-k1-rewrite,14,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,74.0,1,65.119
gpt-5.1-answer-first-v9-med-k1-rewrite,15,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,70.0,1,49.436
gpt-5.1-answer-first-v9-med-k1-rewrite,16,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,72.0,1,82.867
gpt-5.1-answer-first-v9-med-k1-rewrite,17,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,73.0,1,79.655
gpt-5.1-answer-first-v9-med-k1-rewrite,18,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,74.0,1,102.817
gpt-5.1-answer-first-v9-med-k1-rewrite,19,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,71.0,1,42.685
gpt-5.1-answer-first-v9-med-k1-rewrite,2,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,74.0,1,54.944
gpt-5.1-answer-first-v9-med-k1-rewrite,20,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,73.0,1,48.198
gpt-5.1-answer-first-v9-med-k1-rewrite,3,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,73.0,1,61.095
gpt-5.1-answer-first-v9-med-k1-rewrite,4,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,75.0,1,118.891
gpt-5.1-answer-first-v9-med-k1-rewrite,5,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,True,False,"pipeline_failure,refusal,schema_error",75.0,1,4391.028
gpt-5.1-answer-first-v9-med-k1-rewrite,6,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,74.0,1,78.793
gpt-5.1-answer-first-v9-med-k1-rewrite,7,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,75.0,1,80.586
gpt-5.1-answer-first-v9-med-k1-rewrite,8,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,75.0,1,133.707
gpt-5.1-answer-first-v9-med-k1-rewrite,9,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,75.0,1,135.913
gpt-5.1-baseline-1-sample,1,archehr-dev,gpt-5.1,grounded,medium,2,False,False,False,True,123.0,False,False,False,,73.0,0,7.781
gpt-5.1-baseline-1-sample,10,archehr-dev,gpt-5.1,grounded,medium,3,False,False,False,True,82.0,True,False,False,,66.0,0,10.318
gpt-5.1-baseline-1-sample,11,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,70.0,0,7.334
gpt-5.1-baseline-1-sample,12,archehr-dev,gpt-5.1,grounded,medium,2,False,False,False,True,80.0,False,False,False,,64.0,0,7.73
gpt-5.1-baseline-1-sample,13,archehr-dev,gpt-5.1,grounded,medium,2,False,False,False,True,76.0,False,False,False,,72.0,0,6.457
gpt-5.1-baseline-1-sample,14,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,54.0,0,4.585
gpt-5.1-baseline-1-sample,15,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,66.0,0,7.103
gpt-5.1-baseline-1-sample,16,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,58.0,0,7.025
gpt-5.1-baseline-1-sample,17,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,69.0,0,8.173
gpt-5.1-baseline-1-sample,18,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,69.0,0,7.597
gpt-5.1-baseline-1-sample,19,archehr-dev,gpt-5.1,grounded,medium,2,False,False,False,True,88.0,False,False,False,,69.0,0,8.201
gpt-5.1-baseline-1-sample,2,archehr-dev,gpt-5.1,grounded,medium,3,False,False,False,True,83.0,True,False,False,,72.0,0,10.49
gpt-5.1-baseline-1-sample,20,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,67.0,0,4.684
gpt-5.1-baseline-1-sample,3,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,61.0,0,4.857
gpt-5.1-baseline-1-sample,4,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,70.0,0,6.117
gpt-5.1-baseline-1-sample,5,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,67.0,0,5.325
gpt-5.1-baseline-1-sample,6,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,72.0,0,6.113
gpt-5.1-baseline-1-sample,7,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,60.0,0,5.034
gpt-5.1-baseline-1-sample,8,archehr-dev,gpt-5.1,grounded,medium,2,False,False,False,True,89.0,False,False,False,,70.0,0,10.279
gpt-5.1-baseline-1-sample,9,archehr-dev,gpt-5.1,grounded,medium,5,False,False,False,True,132.0,False,False,False,,75.0,0,17.901
gpt-5.1-baseline-3-sample,1,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,75.0,0,10.403
gpt-5.1-baseline-3-sample,10,archehr-dev,gpt-5.1,grounded,medium,2,False,False,False,True,77.0,False,False,False,,65.0,0,18.344
gpt-5.1-baseline-3-sample,11,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,64.0,0,14.529
gpt-5.1-baseline-3-sample,12,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,67.0,0,10.577
gpt-5.1-baseline-3-sample,13,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,71.0,0,10.598
gpt-5.1-baseline-3-sample,14,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,48.0,0,10.272
gpt-5.1-baseline-3-sample,15,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,68.0,0,11.48
gpt-5.1-baseline-3-sample,16,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,65.0,0,14.477
gpt-5.1-baseline-3-sample,17,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,75.0,0,17.644
gpt-5.1-baseline-3-sample,18,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,63.0,0,14.563
gpt-5.1-baseline-3-sample,19,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,74.0,0,10.793
gpt-5.1-baseline-3-sample,2,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,66.0,0,9.435
gpt-5.1-baseline-3-sample,20,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,54.0,0,10.271
gpt-5.1-baseline-3-sample,3,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,66.0,0,9.73
gpt-5.1-baseline-3-sample,4,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,55.0,0,15.144
gpt-5.1-baseline-3-sample,5,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,68.0,0,11.77
gpt-5.1-baseline-3-sample,6,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,55.0,0,14.063
gpt-5.1-baseline-3-sample,7,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,48.0,0,12.582
gpt-5.1-baseline-3-sample,8,archehr-dev,gpt-5.1,grounded,medium,2,False,False,False,True,95.0,False,False,False,,70.0,0,24.116
gpt-5.1-baseline-3-sample,9,archehr-dev,gpt-5.1,grounded,medium,2,False,False,False,True,85.0,False,False,False,,66.0,0,13.042
gpt-5.1-med-baseline-1-sample,1,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,59.0,0,21.428
gpt-5.1-med-baseline-1-sample,10,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,75.0,0,38.838
gpt-5.1-med-baseline-1-sample,11,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,60.0,0,26.265
gpt-5.1-med-baseline-1-sample,12,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,73.0,0,16.206
gpt-5.1-med-baseline-1-sample,13,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,67.0,0,30.695
gpt-5.1-med-baseline-1-sample,14,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,50.0,0,10.266
gpt-5.1-med-baseline-1-sample,15,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,64.0,0,10.669
gpt-5.1-med-baseline-1-sample,16,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,58.0,0,37.567
gpt-5.1-med-baseline-1-sample,17,archehr-dev,gpt-5.1,grounded,medium,3,False,False,False,True,95.0,True,False,False,,61.0,0,50.707
gpt-5.1-med-baseline-1-sample,18,archehr-dev,gpt-5.1,grounded,medium,2,False,False,False,True,79.0,False,False,False,,74.0,0,25.658
gpt-5.1-med-baseline-1-sample,19,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,67.0,0,20.451
gpt-5.1-med-baseline-1-sample,2,archehr-dev,gpt-5.1,grounded,medium,2,False,False,False,True,93.0,False,False,False,,74.0,0,28.356
gpt-5.1-med-baseline-1-sample,20,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,65.0,0,11.333
gpt-5.1-med-baseline-1-sample,3,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,71.0,0,14.237
gpt-5.1-med-baseline-1-sample,4,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,71.0,0,31.819
gpt-5.1-med-baseline-1-sample,5,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,71.0,0,20.307
gpt-5.1-med-baseline-1-sample,6,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,69.0,0,41.175
gpt-5.1-med-baseline-1-sample,7,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,59.0,0,16.747
gpt-5.1-med-baseline-1-sample,8,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,72.0,0,47.48
gpt-5.1-med-baseline-1-sample,9,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,74.0,0,34.917
gpt-5.1-tight-1-sample,1,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,72.0,0,12.891
gpt-5.1-tight-1-sample,10,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,30.0,0,15.777
gpt-5.1-tight-1-sample,11,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,41.0,0,22.099
gpt-5.1-tight-1-sample,12,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,52.0,0,15.883
gpt-5.1-tight-1-sample,13,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,62.0,0,20.698
gpt-5.1-tight-1-sample,14,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,29.0,0,8.754
gpt-5.1-tight-1-sample,15,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,60.0,0,12.387
gpt-5.1-tight-1-sample,16,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,65.0,0,22.329
gpt-5.1-tight-1-sample,17,archehr-dev,gpt-5.1,grounded,medium,2,False,False,False,True,91.0,True,False,False,,65.0,0,52.308
gpt-5.1-tight-1-sample,18,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,71.0,0,17.737
gpt-5.1-tight-1-sample,19,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,57.0,0,20.097
gpt-5.1-tight-1-sample,2,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,60.0,0,13.013
gpt-5.1-tight-1-sample,20,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,59.0,0,13.566
gpt-5.1-tight-1-sample,3,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,39.0,0,10.687
gpt-5.1-tight-1-sample,4,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,53.0,0,34.952
gpt-5.1-tight-1-sample,5,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,65.0,0,20.585
gpt-5.1-tight-1-sample,6,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,59.0,0,30.399
gpt-5.1-tight-1-sample,7,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,34.0,0,19.028
gpt-5.1-tight-1-sample,8,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,70.0,0,29.769
gpt-5.1-tight-1-sample,9,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,74.0,0,46.147
gpt-5.1-tight-v1,1,archehr-dev,gpt-5.1,grounded,medium,2,False,False,False,True,81.0,False,False,False,,60.0,0,13.722
gpt-5.1-tight-v1,10,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,48.0,0,18.77
gpt-5.1-tight-v1,11,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,70.0,0,26.402
gpt-5.1-tight-v1,12,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,64.0,0,15.803
gpt-5.1-tight-v1,13,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,61.0,0,20.399
gpt-5.1-tight-v1,14,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,56.0,0,9.106
gpt-5.1-tight-v1,15,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,62.0,0,16.37
gpt-5.1-tight-v1,16,archehr-dev,gpt-5.1,grounded,medium,2,False,False,False,False,,True,False,False,,75.0,0,29.486
gpt-5.1-tight-v1,17,archehr-dev,gpt-5.1,grounded,medium,3,False,False,False,True,76.0,True,False,False,,61.0,0,71.751
gpt-5.1-tight-v1,18,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,66.0,0,28.773
gpt-5.1-tight-v1,19,archehr-dev,gpt-5.1,grounded,medium,2,False,False,False,True,79.0,False,False,False,,70.0,0,19.763
gpt-5.1-tight-v1,2,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,68.0,0,16.558
gpt-5.1-tight-v1,20,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,75.0,0,30.716
gpt-5.1-tight-v1,3,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,68.0,0,15.508
gpt-5.1-tight-v1,4,archehr-dev,gpt-5.1,grounded,medium,1,True,False,False,False,,False,False,False,,74.0,0,27.003
